year,date,country,province,confirm,dead,heal,confirm_add,confirm_cuts,dead_cuts,now_confirm_cuts,heal_cuts,newConfirm,newHeal,newDead,description,wzz,wzz_add,dateId
2021,09.22,中国,云南,1349,2,1129,5,,,,,5,16,0,,2,0,2021-09
2021,09.23,中国,云南,1362,2,1139,13,,,,,13,10,0,,2,0,2021-09
2021,09.24,中国,云南,1369,2,1146,7,,,,,7,7,0,,2,0,2021-09
2021,09.25,中国,云南,1379,2,1153,10,,,,,10,7,0,,2,0,2021-09
2021,09.26,中国,云南,1391,2,1155,12,,,,,12,2,0,,2,0,2021-09
2021,09.27,中国,云南,1402,2,1161,11,,,,,11,6,0,,2,0,2021-09
2021,09.28,中国,云南,1410,2,1176,8,,,,,8,15,0,,2,0,2021-09
2021,09.29,中国,云南,1415,2,1190,5,,,,,5,14,0,,2,0,2021-09
2021,09.30,中国,云南,1424,2,1204,9,,,,,9,14,0,,2,0,2021-09
2021,10.01,中国,云南,1438,2,1209,14,,,,,14,5,0,,3,1,2021-10
2021,10.02,中国,云南,1447,2,1217,9,,,,,9,8,0,,3,0,2021-10
2021,10.03,中国,云南,1454,2,1238,7,,,,,7,21,0,,3,0,2021-10
2021,10.04,中国,云南,1459,2,1241,5,,,,,5,3,0,,3,0,2021-10
2021,10.05,中国,云南,1472,2,1253,13,,,,,13,12,0,,4,0,2021-10
2021,10.06,中国,云南,1485,2,1263,13,,,,,13,10,0,,4,0,2021-10
2021,10.07,中国,云南,1491,2,1279,6,,,,,6,16,0,,4,0,2021-10
2021,10.08,中国,云南,1494,2,1291,3,,,,,3,12,0,,4,0,2021-10
2021,10.09,中国,云南,1504,2,1305,10,,,,,10,14,0,,4,0,2021-10
2021,10.10,中国,云南,1518,2,1317,14,,,,,14,12,0,,4,0,2021-10
2021,10.11,中国,云南,1523,2,1328,5,,,,,5,11,0,,4,0,2021-10
2021,10.12,中国,云南,1528,2,1334,5,,,,,5,6,0,,5,0,2021-10
2021,10.13,中国,云南,1534,2,1340,6,,,,,6,6,0,,5,0,2021-10
2021,10.14,中国,云南,1537,2,1345,3,,,,,3,5,0,,4,0,2021-10
2021,10.15,中国,云南,1538,2,1354,1,,,,,1,9,0,,6,2,2021-10
2021,10.16,中国,云南,1540,2,1364,2,,,,,2,10,0,,10,2,2021-10
2021,10.17,中国,云南,1546,2,1376,6,,,,,6,12,0,,10,2,2021-10
2021,10.18,中国,云南,1550,2,1387,4,,,,,4,11,0,,10,1,2021-10
2021,10.19,中国,云南,1551,2,1399,1,,,,,1,12,0,,11,2,2021-10
2021,10.20,中国,云南,1551,2,1408,0,,,,,0,9,0,,13,3,2021-10
2021,10.21,中国,云南,1555,2,1413,4,,,,,4,5,0,,16,3,2021-10
2021,10.22,中国,云南,1557,2,1415,2,,,,,2,2,0,,18,2,2021-10
2021,10.23,中国,云南,1558,2,1431,1,,,,,1,16,0,,20,2,2021-10
2021,10.24,中国,云南,1558,2,1446,0,,,,,0,15,0,,21,1,2021-10
2021,10.25,中国,云南,1558,2,1447,0,,,,,0,1,0,,22,2,2021-10
2021,10.26,中国,云南,1558,2,1451,0,,,,,0,4,0,,25,3,2021-10
2021,10.27,中国,云南,1558,2,1458,0,,,,,0,7,0,,27,3,2021-10
2021,10.28,中国,云南,1561,2,1465,3,,,,,3,7,0,,27,0,2021-10
2021,10.29,中国,云南,1561,2,1469,0,,,,,0,4,0,,27,0,2021-10
2021,10.30,中国,云南,1563,2,1470,2,,,,,2,1,0,,28,1,2021-10
2021,10.31,中国,云南,1567,2,1482,4,,,,,4,12,0,,31,3,2021-10
2021,11.01,中国,云南,1569,2,1489,2,,,,,2,7,0,,31,3,2021-11
2021,11.02,中国,云南,1573,2,1493,4,,,,,4,4,0,,28,0,2021-11
2021,11.03,中国,云南,1576,2,1495,3,,,,,3,2,0,,29,1,2021-11
2021,11.04,中国,云南,1578,2,1497,2,,,,,2,2,0,,29,1,2021-11
2021,11.05,中国,云南,1582,2,1500,4,,,,,4,3,0,,30,1,2021-11
2021,11.06,中国,云南,1594,2,1502,12,,,,,12,2,0,,32,2,2021-11
2021,11.07,中国,云南,1603,2,1508,9,,,,,9,6,0,,35,3,2021-11
2021,11.08,中国,云南,1607,2,1513,4,,,,,4,5,0,,40,5,2021-11
2021,11.09,中国,云南,1610,2,1516,3,,,,,3,3,0,,36,2,2021-11
2021,11.10,中国,云南,1618,2,1519,8,,,,,8,3,0,,36,0,2021-11
2021,11.11,中国,云南,1624,2,1524,6,,,,,6,5,0,,37,1,2021-11
2021,11.12,中国,云南,1631,2,1527,7,,,,,7,3,0,,37,1,2021-11
2021,11.13,中国,云南,1635,2,1529,4,,,,,4,2,0,,31,1,2021-11
2021,11.14,中国,云南,1640,2,1533,5,,,,,5,4,0,,31,1,2021-11
2021,11.15,中国,云南,1646,2,1538,6,,,,,6,5,0,,33,2,2021-11
2021,11.16,中国,云南,1650,2,1540,4,,,,,4,2,0,,33,2,2021-11
2021,11.17,中国,云南,1652,2,1546,2,,,,,2,6,0,,33,2,2021-11
2021,11.18,中国,云南,1653,2,1549,1,,,,,1,3,0,,34,1,2021-11
2021,11.19,中国,云南,1655,2,1553,2,,,,,2,4,0,,29,0,2021-11
2021,11.20,中国,云南,1658,2,1561,3,,,,,3,8,0,,31,0,2021-11
2021,11.21,中国,云南,1664,2,1569,6,,,,,6,8,0,,30,1,2021-11
2021,11.22,中国,云南,1668,2,1574,4,,,,,4,5,0,,32,2,2021-11
2021,11.23,中国,云南,1673,2,1580,5,,,,,5,6,0,,32,0,2021-11
2021,11.24,中国,云南,1678,2,1582,5,,,,,5,2,0,,31,0,2021-11
2021,11.25,中国,云南,1678,2,1586,0,,,,,0,4,0,,31,0,2021-11
2021,11.26,中国,云南,1683,2,1592,5,,,,,5,6,0,,31,0,2021-11
2021,11.27,中国,云南,1691,2,1594,8,,,,,8,2,0,,31,0,2021-11
2021,11.28,中国,云南,1697,2,1597,6,,,,,6,3,0,,33,2,2021-11
2021,11.29,中国,云南,1699,2,1601,2,,,,,2,4,0,,33,2,2021-11
2021,11.30,中国,云南,1707,2,1603,8,,,,,8,2,0,,30,0,2021-11
2021,12.01,中国,云南,1710,2,1607,3,,,,,3,4,0,,30,0,2021-12
2021,12.02,中国,云南,1720,2,1611,10,,,,,10,4,0,,40,10,2021-12
2021,12.03,中国,云南,1727,2,1612,7,,,,,7,1,0,,45,5,2021-12
2021,12.04,中国,云南,1736,2,1613,9,,,,,9,1,0,,46,1,2021-12
2021,12.05,中国,云南,1742,2,1617,6,,,,,6,4,0,,46,1,2021-12
2021,12.06,中国,云南,1749,2,1623,7,,,,,7,6,0,,46,1,2021-12
2021,12.07,中国,云南,1752,2,1630,3,,,,,3,7,0,,39,0,2021-12
2021,12.08,中国,云南,1755,2,1632,3,,,,,3,2,0,,39,0,2021-12
2021,12.09,中国,云南,1761,2,1638,6,,,,,6,6,0,,39,0,2021-12
2021,12.10,中国,云南,1763,2,1639,2,,,,,2,1,0,,33,0,2021-12
2021,12.11,中国,云南,1765,2,1641,2,,,,,2,2,0,,33,0,2021-12
2021,12.12,中国,云南,1767,2,1643,2,,,,,2,2,0,,33,0,2021-12
2021,12.13,中国,云南,1770,2,1649,3,,,,,3,6,0,,26,0,2021-12
2021,12.14,中国,云南,1773,2,1654,3,,,,,3,5,0,,26,0,2021-12
2021,12.15,中国,云南,1774,2,1659,1,,,,,1,5,0,,26,0,2021-12
2021,12.16,中国,云南,1779,2,1664,5,,,,,5,5,0,,26,0,2021-12
2021,12.17,中国,云南,1780,2,1666,1,,,,,1,2,0,,23,0,2021-12
2021,12.18,中国,云南,1783,2,1671,3,,,,,3,5,0,,22,0,2021-12
2021,12.19,中国,云南,1785,2,1673,2,,,,,2,2,0,,21,1,2021-12
2021,12.20,中国,云南,1785,2,1677,0,,,,,0,4,0,,21,1,2021-12
2021,12.21,中国,云南,1789,2,1682,4,,,,,4,5,0,,19,0,2021-12
2021,12.22,中国,云南,1790,2,1688,1,,,,,1,6,0,,19,0,2021-12
2021,12.23,中国,云南,1793,2,1692,3,,,,,3,4,0,,16,0,2021-12
2021,12.24,中国,云南,1799,2,1701,6,,,,,6,9,0,,16,0,2021-12
2021,12.25,中国,云南,1803,2,1704,4,,,,,4,3,0,,16,0,2021-12
2021,12.26,中国,云南,1803,2,1708,0,,,,,0,4,0,,13,0,2021-12
2021,12.27,中国,云南,1806,2,1712,3,,,,,3,4,0,,14,2,2021-12
2021,12.28,中国,云南,1809,2,1717,3,,,,,3,5,0,,14,0,2021-12
2021,12.29,中国,云南,1813,2,1719,4,,,,,4,2,0,,14,0,2021-12
2021,12.30,中国,云南,1815,2,1727,2,,,,,2,8,0,,14,0,2021-12
2021,12.31,中国,云南,1817,2,1732,2,,,,,2,5,0,,14,0,2021-12
2022,01.01,中国,云南,1818,2,1736,1,,,,,1,4,0,,12,0,2022-01
2022,01.02,中国,云南,1820,2,1739,2,,,,,2,3,0,,10,0,2022-01
2022,01.03,中国,云南,1823,2,1742,3,,,,,3,3,0,,9,0,2022-01
2022,01.04,中国,云南,1823,2,1745,0,,,,,0,3,0,,9,0,2022-01
2022,01.05,中国,云南,1825,2,1750,2,,,,,2,5,0,,9,0,2022-01
2022,01.06,中国,云南,1826,2,1756,1,,,,,1,6,0,,9,0,2022-01
2022,01.07,中国,云南,1829,2,1759,3,,,,,3,3,0,,7,0,2022-01
2022,01.08,中国,云南,1830,2,1761,1,,,,,1,2,0,,7,0,2022-01
2022,01.09,中国,云南,1836,2,1762,6,,,,,6,1,0,,7,0,2022-01
2022,01.10,中国,云南,1838,2,1765,2,,,,,2,3,0,,7,0,2022-01
2022,01.11,中国,云南,1838,2,1772,0,,,,,0,7,0,,3,0,2022-01
2022,01.12,中国,云南,1838,2,1776,0,,,,,0,4,0,,4,1,2022-01
2022,01.13,中国,云南,1838,2,1779,0,,,,,0,3,0,,4,0,2022-01
2022,01.14,中国,云南,1840,2,1781,2,,,,,2,2,0,,3,0,2022-01
2022,01.15,中国,云南,1843,2,1787,3,,,,,3,6,0,,3,0,2022-01
2022,01.16,中国,云南,1845,2,1790,2,,,,,2,3,0,,3,0,2022-01
2022,01.17,中国,云南,1849,2,1793,4,,,,,4,3,0,,3,0,2022-01
2022,01.18,中国,云南,1850,2,1793,1,,,,,1,0,0,,3,0,2022-01
2022,01.19,中国,云南,1852,2,1795,2,,,,,2,2,0,,3,0,2022-01
2022,01.20,中国,云南,1852,2,1795,0,,,,,0,0,0,,4,2,2022-01
2022,01.21,中国,云南,1853,2,1798,1,,,,,1,3,0,,4,0,2022-01
2022,01.22,中国,云南,1858,2,1798,5,,,,,5,0,0,,6,0,2022-01
2022,01.23,中国,云南,1863,2,1804,5,,,,,5,6,0,,6,0,2022-01
2022,01.24,中国,云南,1867,2,1806,4,,,,,4,2,0,,6,0,2022-01
2022,01.25,中国,云南,1867,2,1806,0,,,,,0,0,0,,6,0,2022-01
2022,01.26,中国,云南,1872,2,1807,5,,,,,5,1,0,,6,0,2022-01
2022,01.27,中国,云南,1877,2,1807,5,,,,,5,0,0,,6,0,2022-01
2022,01.28,中国,云南,1877,2,1810,0,,,,,0,3,0,,6,0,2022-01
2022,01.29,中国,云南,1881,2,1815,4,,,,,4,5,0,,6,0,2022-01
2022,01.30,中国,云南,1881,2,1820,0,,,,,0,5,0,,6,0,2022-01
2022,01.31,中国,云南,1881,2,1820,0,,,,,0,0,0,,6,0,2022-01
2022,02.01,中国,云南,1881,2,1820,0,,,,,0,0,0,,6,0,2022-02
2022,02.02,中国,云南,1882,2,1828,1,,,,,1,8,0,,6,0,2022-02
2022,02.03,中国,云南,1882,2,1831,0,,,,,0,3,0,,6,0,2022-02
2022,02.04,中国,云南,1882,2,1831,0,,,,,0,0,0,,6,0,2022-02
2020,01.22,中国,江苏,1,0,0,1,,,,,0,0,0,,0,0,2020-01
2020,01.23,中国,江苏,9,0,1,4,,,,,4,1,0,,0,0,2020-01
2020,01.24,中国,江苏,18,0,1,9,,,,,9,0,0,,0,0,2020-01
2020,01.25,中国,江苏,31,0,1,13,,,,,13,0,0,,0,0,2020-01
2020,01.26,中国,江苏,47,0,1,16,,,,,16,0,0,,0,0,2020-01
2020,01.27,中国,江苏,70,0,1,23,,,,,23,0,0,,0,0,2020-01
2020,01.28,中国,江苏,99,0,1,29,,,,,29,0,0,,0,0,2020-01
2020,01.29,中国,江苏,129,0,1,30,,,,,30,0,0,,0,0,2020-01
2020,01.30,中国,江苏,168,0,2,39,,,,,39,1,0,,0,0,2020-01
2020,01.31,中国,江苏,202,0,6,34,,,,,34,4,0,,0,0,2020-01
2020,02.01,中国,江苏,236,0,8,34,,,,,34,2,0,,0,0,2020-02
2020,02.02,中国,江苏,271,0,7,35,,,,,35,-1,0,,0,0,2020-02
2020,02.03,中国,江苏,308,0,8,37,,,,,37,1,0,,0,0,2020-02
2020,02.04,中国,江苏,341,0,13,33,,,,,33,5,0,,0,0,2020-02
2020,02.05,中国,江苏,373,0,26,32,,,,,32,13,0,,0,0,2020-02
2020,02.06,中国,江苏,408,0,38,35,,,,,35,12,0,,0,0,2020-02
2020,02.07,中国,江苏,439,0,43,31,,,,,31,5,0,,0,0,2020-02
2020,02.08,中国,江苏,468,0,51,29,,,,,29,8,0,,0,0,2020-02
2020,02.09,中国,江苏,492,0,72,24,,,,,24,21,0,,0,0,2020-02
2020,02.10,中国,江苏,515,0,84,23,,,,,23,12,0,,0,0,2020-02
2020,02.11,中国,江苏,543,0,94,28,,,,,28,10,0,,0,0,2020-02
2020,02.12,中国,江苏,570,0,131,27,,,,,27,37,0,,0,0,2020-02
2020,02.13,中国,江苏,593,0,137,23,,,,,23,6,0,,0,0,2020-02
2020,02.14,中国,江苏,604,0,160,11,,,,,11,23,0,,0,0,2020-02
2020,02.15,中国,江苏,617,0,190,13,,,,,13,30,0,,0,0,2020-02
2020,02.16,中国,江苏,626,0,226,9,,,,,9,36,0,,0,0,2020-02
2020,02.17,中国,江苏,629,0,263,3,,,,,3,37,0,,0,0,2020-02
2020,02.18,中国,江苏,631,0,296,2,,,,,2,33,0,,0,0,2020-02
2020,02.19,中国,江苏,631,0,325,0,,,,,0,29,0,,0,0,2020-02
2020,02.20,中国,江苏,631,0,352,0,,,,,0,27,0,,0,0,2020-02
2020,02.21,中国,江苏,631,0,387,0,,,,,0,35,0,,0,0,2020-02
2020,02.22,中国,江苏,631,0,411,0,,,,,0,24,0,,0,0,2020-02
2020,02.23,中国,江苏,631,0,427,0,,,,,0,16,0,,0,0,2020-02
2020,02.24,中国,江苏,631,0,458,0,,,,,0,31,0,,0,0,2020-02
2020,02.25,中国,江苏,631,0,463,0,,,,,0,5,0,,0,0,2020-02
2020,02.26,中国,江苏,631,0,494,0,,,,,0,31,0,,0,0,2020-02
2020,02.27,中国,江苏,631,0,506,0,,,,,0,12,0,,0,0,2020-02
2020,02.28,中国,江苏,631,0,519,0,,,,,0,13,0,,0,0,2020-02
2020,02.29,中国,江苏,631,0,529,0,,,,,0,10,0,,0,0,2020-02
2020,03.01,中国,江苏,631,0,536,0,,,,,0,7,0,,0,0,2020-03
2020,03.02,中国,江苏,631,0,555,0,,,,,0,19,0,,0,0,2020-03
2020,03.03,中国,江苏,631,0,565,0,,,,,0,10,0,,0,0,2020-03
2020,03.04,中国,江苏,631,0,580,0,,,,,0,15,0,,0,0,2020-03
2020,03.05,中国,江苏,631,0,588,0,,,,,0,8,0,,0,0,2020-03
2020,03.06,中国,江苏,631,0,601,0,,,,,0,13,0,,0,0,2020-03
2020,03.07,中国,江苏,631,0,610,0,,,,,0,9,0,,0,0,2020-03
2020,03.08,中国,江苏,631,0,618,0,,,,,0,8,0,,0,0,2020-03
2020,03.09,中国,江苏,631,0,622,0,,,,,0,4,0,,0,0,2020-03
2020,03.10,中国,江苏,631,0,627,0,,,,,0,5,0,,0,0,2020-03
2020,03.11,中国,江苏,631,0,628,0,,,,,0,1,0,,0,0,2020-03
2020,03.12,中国,江苏,631,0,630,0,,,,,0,2,0,,0,0,2020-03
2020,03.13,中国,江苏,631,0,630,0,,,,,0,0,0,,0,0,2020-03
2020,03.14,中国,江苏,631,0,631,0,,,,,0,1,0,,0,0,2020-03
2020,03.15,中国,江苏,631,0,631,0,,,,,0,0,0,,0,0,2020-03
2020,03.16,中国,江苏,631,0,631,0,,,,,0,0,0,,0,0,2020-03
2020,03.17,中国,江苏,631,0,631,0,,,,,0,0,0,,0,0,2020-03
2020,03.18,中国,江苏,631,0,631,0,,,,,0,0,0,,0,0,2020-03
2020,03.19,中国,江苏,631,0,631,0,,,,,0,0,0,,0,0,2020-03
2020,03.20,中国,江苏,631,0,631,0,,,,,0,0,0,,0,0,2020-03
2020,03.21,中国,江苏,633,0,631,2,,,,,2,0,0,,0,0,2020-03
2020,03.22,中国,江苏,633,0,631,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例2例。
",0,0,2020-03
2020,03.23,中国,江苏,636,0,631,3,,,,,3,0,0,"江苏累计报告境外输入确诊病例2例。
",0,0,2020-03
2020,03.24,中国,江苏,638,0,631,2,,,,,2,0,0,"江苏累计报告境外输入确诊病例5例。
",0,0,2020-03
2020,03.25,中国,江苏,640,0,631,2,,,,,2,0,0,"江苏累计报告境外输入确诊病例7例。
",0,0,2020-03
2020,03.26,中国,江苏,641,0,631,1,,,,,1,0,0,"江苏累计报告境外输入确诊病例9例。
",0,0,2020-03
2020,03.27,中国,江苏,641,0,631,1,,,,,1,0,0,"江苏累计报告境外输入确诊病例10例。
",0,0,2020-03
2020,03.28,中国,江苏,644,0,631,3,,,,,3,0,0,"江苏累计报告境外输入确诊病例10例。
",0,0,2020-03
2020,03.29,中国,江苏,645,0,631,1,,,,,1,0,0,"江苏累计报告境外输入确诊病例13例。
",0,0,2020-03
2020,03.30,中国,江苏,646,0,631,1,,,,,1,0,0,"江苏累计报告境外输入确诊病例14例。
",0,0,2020-03
2020,03.31,中国,江苏,646,0,631,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例15例。
",0,0,2020-03
2020,04.01,中国,江苏,647,0,631,1,,,,,1,0,0,"江苏累计报告境外输入确诊病例15例。
",0,0,2020-04
2020,04.02,中国,江苏,651,0,632,4,,,,,4,1,0,"江苏累计报告境外输入确诊病例20例。
",0,0,2020-04
2020,04.03,中国,江苏,651,0,632,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例20例。
",0,0,2020-04
2020,04.04,中国,江苏,651,0,633,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例20例。
",0,0,2020-04
2020,04.05,中国,江苏,651,0,633,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例20例。
",0,0,2020-04
2020,04.06,中国,江苏,651,0,633,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例20例。
",0,0,2020-04
2020,04.07,中国,江苏,651,0,633,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例20例。
",0,0,2020-04
2020,04.08,中国,江苏,651,0,633,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例20例。
",0,0,2020-04
2020,04.09,中国,江苏,651,0,634,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例20例。
",0,0,2020-04
2020,04.10,中国,江苏,652,0,636,1,,,,,1,2,0,"江苏累计报告境外输入确诊病例21例。
",0,0,2020-04
2020,04.11,中国,江苏,653,0,638,1,,,,,1,2,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.12,中国,江苏,653,0,638,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.13,中国,江苏,653,0,641,0,,,,,0,3,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.14,中国,江苏,653,0,642,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.15,中国,江苏,653,0,642,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.16,中国,江苏,653,0,643,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.17,中国,江苏,653,0,643,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.18,中国,江苏,653,0,643,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.19,中国,江苏,653,0,643,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.20,中国,江苏,653,0,644,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.21,中国,江苏,653,0,645,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.22,中国,江苏,653,0,645,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.23,中国,江苏,653,0,646,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.24,中国,江苏,653,0,646,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.25,中国,江苏,653,0,646,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.26,中国,江苏,653,0,646,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.27,中国,江苏,653,0,646,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.28,中国,江苏,653,0,647,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.29,中国,江苏,653,0,648,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,04.30,中国,江苏,653,0,650,0,,,,,0,2,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-04
2020,05.01,中国,江苏,653,0,650,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.02,中国,江苏,653,0,650,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.03,中国,江苏,653,0,650,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.04,中国,江苏,653,0,650,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.05,中国,江苏,653,0,650,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.06,中国,江苏,653,0,651,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.07,中国,江苏,653,0,652,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.08,中国,江苏,653,0,652,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.09,中国,江苏,653,0,652,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.10,中国,江苏,653,0,653,0,,,,,0,1,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.11,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.12,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.13,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.14,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.15,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.16,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.17,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.18,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.19,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.20,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.21,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.22,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.23,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.24,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.25,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.26,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.27,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.28,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.29,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.30,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,05.31,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-05
2020,06.01,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.02,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.03,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.04,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.05,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.06,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.07,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.08,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.09,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.10,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.11,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.12,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.13,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.14,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.15,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.16,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
2020,06.17,中国,江苏,653,0,653,0,,,,,0,0,0,"江苏累计报告境外输入确诊病例22例。
",0,0,2020-06
