confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,highDangerCount,midDangerCount,suspectedCount,suspectedCountIncr
2891065,70681,768468,26642,1916842,39536,20200427,205755,4503,0,0,0,0
2967071,76006,810842,42374,1943620,26778,20200428,212609,6854,0,0,0,0
3034609,67538,848212,37370,1969093,25473,20200429,217304,4695,0,0,0,0
3123343,88734,884784,36572,2010946,41853,20200430,227613,10309,0,0,0,0
3216267,92924,955438,70654,2027555,16609,20200501,233274,5661,0,0,0,0
3293602,77335,1005709,50271,2049788,22233,20200502,238105,4831,0,0,0,0
3374911,81309,1036798,31089,2096174,46386,20200503,241939,3834,0,0,0,0
3449272,74361,1070734,33936,2132902,36728,20200504,245636,3697,0,0,0,0
3533358,84086,1105231,34497,2176121,43219,20200505,252006,6370,0,0,0,0
3615888,82530,1139086,33855,2218789,42668,20200506,258013,6007,0,0,0,0
3708223,92335,1174401,35315,2270219,51430,20200507,263603,5590,0,0,0,0
3803182,94959,1208235,33834,2325588,55369,20200508,269359,5756,0,0,0,0
3890122,86940,1259583,51348,2356903,31315,20200509,273636,4277,0,0,0,0
3967297,77175,1299401,39818,2390720,33817,20200510,277176,3540,0,0,0,0
4034363,67066,1351035,51634,2402898,12178,20200511,280430,3254,0,0,0,0
4128870,94507,1379596,28561,2463121,60223,20200512,286153,5723,0,0,0,0
4214734,85864,1428157,48561,2495457,32336,20200513,291120,4967,0,0,0,0
4310953,96219,1470553,42396,2543339,47882,20200514,297061,5941,0,0,0,0
4407760,96807,1517243,46690,2587446,44107,20200515,303071,6010,0,0,0,0
4494716,86956,1561357,44114,2627116,39670,20200516,306243,3172,0,0,0,0
4586225,91509,1625318,63961,2650531,23415,20200517,310376,4133,0,0,0,0
4669200,82975,1674483,49165,2681445,30914,20200518,313272,2896,0,0,0,0
4760912,91712,1723268,48785,2720062,38617,20200519,317582,4310,0,0,0,0
4863877,102965,1781952,58684,2759255,39193,20200520,322670,5088,0,0,0,0
4973760,109883,1849163,67211,2796692,37437,20200521,327905,5235,0,0,0,0
5076825,103065,1942325,93162,2801870,5178,20200522,332630,4725,0,0,0,0
5172234,95409,2000655,58330,2834759,32889,20200523,336820,4190,0,0,0,0
5274570,102336,2044519,43864,2890095,55336,20200524,339956,3136,0,0,0,0
5356480,81910,2089269,44750,2926550,36455,20200525,340661,705,0,0,0,0
5459217,102737,2155090,65821,2958613,32063,20200526,345514,4853,0,0,0,0
5554586,95369,2211240,56150,2993647,35034,20200527,349699,4185,0,0,0,0
5673193,118607,2287641,76401,3030352,36705,20200528,355200,5501,0,0,0,0
5798816,125623,2349684,62043,3089378,59026,20200529,359754,4554,0,0,0,0
5923380,124564,2414821,65137,3144994,55616,20200530,363565,3811,0,0,0,0
6030007,106627,2487882,73061,3173544,28550,20200531,368581,5016,0,0,0,0
6118879,88872,2536221,48339,3213205,39661,20200601,369453,872,0,0,0,0
6252243,133364,2637879,101658,3239301,26096,20200602,375063,5610,0,0,0,0
6352484,100241,2708147,70268,3264843,25542,20200603,379494,4431,0,0,0,0
6474729,122245,2749752,41605,3341084,76241,20200604,383893,4399,0,0,0,0
6609609,134880,2822312,72560,3397947,56863,20200605,389350,5457,0,0,0,0
6738450,128841,2906236,83924,3438681,40734,20200606,393533,4183,0,0,0,0
6870826,132376,2979920,73684,3492998,54317,20200607,397908,4375,0,0,0,0
6978493,107667,3043646,63726,3533678,40680,20200608,401169,3261,0,0,0,0
7095599,117106,3106083,62437,3584340,50662,20200609,405176,4007,0,0,0,0
7236158,140559,3227819,121736,3597853,13513,20200610,410486,5310,0,0,0,0
7370100,133942,3295714,67895,3659088,61235,20200611,415298,4812,0,0,0,0
7529047,158947,3363917,68203,3744335,85247,20200612,420795,5497,0,0,0,0
7645397,116350,3440293,76376,3780372,36037,20200613,424732,3937,0,0,0,0
7774981,129584,3856839,416546,3490167,-290205,20200614,427975,3243,0,0,0,0
7899860,124879,3590247,-266592,3878078,387911,20200615,431535,3560,0,0,0,0
8038699,138839,3660241,69994,3941823,63745,20200616,436635,5100,0,0,0,0
8212002,173303,3752016,91775,4016554,74731,20200617,443432,6797,0,0,0,0
8338346,126344,3831943,79927,4058684,42130,20200618,447719,4287,0,0,0,0
8525536,187190,3920157,88214,4150661,91977,20200619,454718,6999,0,0,0,0
8684847,159311,4023584,103427,4202164,51503,20200620,459099,4381,0,0,0,0
8811434,126587,4080939,57355,4267668,65504,20200621,462827,3728,0,0,0,0
8948177,136743,4157124,76185,4325212,57544,20200622,465841,3014,0,0,0,0
9121853,173676,4291818,134694,4358125,32913,20200623,471910,6069,0,0,0,0
9292829,170976,4396765,104947,4418885,60760,20200624,477179,5269,0,0,0,0
9499964,207135,4467704,70939,4547094,128209,20200625,485166,7987,0,0,0,0
9661068,161104,4583347,115643,4589065,41971,20200626,488656,3490,0,0,0,0
9820655,159587,4660718,77371,4667499,78434,20200627,492438,3782,0,0,0,0
9998341,177686,4770659,109941,4731324,63825,20200628,496358,3920,0,0,0,0
10156911,158570,5030859,260200,4625981,-105343,20200629,500071,3713,0,0,0,0
10328123,171212,5172419,141560,4650021,24040,20200630,505683,5612,0,0,0,0
10526515,198392,5244549,72130,4772194,122173,20200701,509772,4089,0,0,0,0
10670393,143878,5398274,153725,4757718,-14476,20200702,514401,4629,0,0,0,0
10916205,245812,5582773,184499,4813343,55625,20200703,520089,5688,0,0,0,0
11099023,182818,5831475,248702,4743152,-70191,20200704,524396,4307,0,0,0,0
11278543,179520,5912014,80539,4838310,95158,20200705,528219,3823,0,0,0,0
11456020,177477,5999304,87290,4924967,86657,20200706,531749,3530,0,0,0,0
11654530,198510,6167426,168122,4950058,25091,20200707,537046,5297,0,0,0,0
11869991,215461,6283589,116163,5043723,93665,20200708,542679,5633,0,0,0,0
12065176,195185,6445856,162267,5071447,27724,20200709,547873,5194,0,0,0,0
12319309,254133,6515943,70087,5250122,178675,20200710,553244,5371,0,0,0,0
12546408,227099,6738619,222676,5249136,-986,20200711,558653,5409,0,0,0,0
12743691,197283,6725031,-13588,5456046,206910,20200712,562614,3961,0,0,0,0
12935850,192159,6950627,225596,5418657,-37389,20200713,566566,3952,0,0,0,0
13149194,213344,7059195,108568,5517722,99065,20200714,572277,5711,0,0,0,0
13388760,239566,7185019,125824,5626177,108455,20200715,577564,5287,0,0,0,0
13629264,240504,7428205,243186,5617912,-8265,20200716,583147,5583,0,0,0,0
13870028,240764,7534097,105892,5747253,129341,20200717,588678,5531,0,0,0,0
14094339,224311,7609320,75223,5889563,142310,20200718,595456,6778,0,0,0,0
14325069,230730,7727413,118093,5997376,107813,20200719,600280,4824,0,0,0,0
14528212,203143,9696654,1969241,4227424,-1769952,20200720,604134,3854,0,0,0,0
14770444,242232,8047959,-1648695,6112901,1885477,20200721,609584,5450,0,0,0,0
15015062,244618,8209602,161643,6186041,73140,20200722,619419,9835,0,0,0,0
15314177,299115,8431189,221587,6256687,70646,20200723,626301,6882,0,0,0,0
15610931,296754,8640649,209460,6336828,80141,20200724,633454,7153,0,0,0,0
15849543,238612,8769943,129294,6441250,104422,20200725,638350,4896,0,0,0,0
16075026,225483,8915234,145291,6517004,75754,20200726,642788,4438,0,0,0,0
16303398,228372,9107667,192433,6548178,31174,20200727,647553,4765,0,0,0,0
16547645,244247,9301373,193706,6593262,45084,20200728,653010,5457,0,0,0,0
16814142,266497,9516851,215478,6637910,44648,20200729,659381,6371,0,0,0,0
17122050,307908,9722361,205510,6733385,95475,20200730,666304,6923,0,0,0,0
17404816,282766,9940253,217892,6791817,58432,20200731,672746,6442,0,0,0,0
17677211,272395,10071874,131621,6926281,134464,20200801,679056,6310,0,0,0,0
17907725,230514,10183991,112117,7040192,113911,20200802,683542,4486,0,0,0,0
18109367,201642,10357291,173300,7064337,24145,20200803,687739,4197,0,0,0,0
18361268,251901,10544374,187083,7122379,58042,20200804,694515,6776,0,0,0,0
18620385,259117,10782773,238399,7137159,14780,20200805,700453,5938,0,0,0,0
18895216,274831,10958913,176140,7228355,91196,20200806,707948,7495,0,0,0,0
19174490,279274,11126043,167130,7334405,106050,20200807,714042,6094,0,0,0,0
19456814,282324,11262903,136860,7473518,139113,20200808,720393,6351,0,0,0,0
19691746,234932,11448238,185335,7518023,44505,20200809,725485,5092,0,0,0,0
19903944,212198,11600959,152721,7573438,55415,20200810,729547,4062,0,0,0,0
20159433,255489,11799821,198862,7623716,50278,20200811,735896,6349,0,0,0,0
20417825,258392,12138588,338767,7536923,-86793,20200812,742314,6418,0,0,0,0
20672579,254754,12295183,156595,7629688,92765,20200813,747708,5394,0,0,0,0
20985947,313368,12546080,250897,7681045,51357,20200814,758822,11114,0,0,0,0
21295041,309094,12842971,296891,7687050,6005,20200815,765020,6198,0,0,0,0
21537076,242035,13046867,203896,7718127,31077,20200816,772082,7062,0,0,0,0
21726093,189017,13270904,224037,7685006,-33121,20200817,770183,-1899,0,0,0,0
21976701,250608,13459026,188122,7741530,56524,20200818,776145,5962,0,0,0,0
22241419,264718,13708491,249465,7750204,8674,20200819,782724,6579,0,0,0,0
22508828,267409,13920485,211994,7799363,49159,20200820,788980,6256,0,0,0,0
22784470,275642,14090148,169663,7899506,100143,20200821,794816,5836,0,0,0,0
23056095,271625,14274974,184826,7982462,82956,20200822,798659,3843,0,0,0,0
23277439,221344,14464963,189989,8009389,26927,20200823,803087,4428,0,0,0,0
23527163,249724,14599145,134182,8120188,110799,20200824,807830,4743,0,0,0,0
23755513,228350,14853723,254578,8088679,-31509,20200825,813111,5281,0,0,0,0
24025303,269790,15072400,218677,8133548,44869,20200826,819355,6244,0,0,0,0
24294520,269217,15319168,246768,8150065,16517,20200827,825287,5932,0,0,0,0
24700218,405698,15543527,224359,8325598,175533,20200828,831093,5806,0,0,0,0
24857568,157350,15714730,171203,8306211,-19387,20200829,836627,5534,0,0,0,0
25100798,243230,15932346,217616,8327289,21078,20200830,841163,4536,0,0,0,0
25356769,255971,16140306,207960,8371096,43807,20200831,845367,4204,0,0,0,0
25591129,234360,16350201,209895,8390652,19556,20200901,850276,4909,0,0,0,0
25880671,289542,16538720,188519,8485005,94353,20200902,856946,6670,0,0,0,0
26170561,289890,16788918,250198,8518646,33641,20200903,862997,6051,0,0,0,0
26476738,306177,16970505,181587,8637402,118756,20200904,868831,5834,0,0,0,0
26688868,212130,17120089,149584,8695929,58527,20200905,872850,4019,0,0,0,0
27042071,353203,17358505,238416,8805635,109706,20200906,877931,5081,0,0,0,0
27207128,165057,17525605,167100,8799844,-5791,20200907,881679,3748,0,0,0,0
27436386,229258,17759985,234380,8784965,-14879,20200908,891436,9757,0,0,0,0
27683730,247344,17945169,185184,8841567,56602,20200909,896994,5558,0,0,0,0
27994483,310753,18187308,242139,8904094,62527,20200910,903081,6087,0,0,0,0
28315474,320991,18384909,197601,9021243,117149,20200911,909322,6241,0,0,0,0
28598531,283057,18563890,178981,9120398,99155,20200912,914243,4921,0,0,0,0
28859107,260576,18770361,206471,9170195,49797,20200913,918551,4308,0,0,0,0
29124785,265678,19041827,271466,9160186,-10009,20200914,922772,4221,0,0,0,0
29290059,165274,19254916,213089,9108472,-51714,20200915,926671,3899,0,0,0,0
29688514,398455,19508809,253893,9244793,136321,20200916,934912,8241,0,0,0,0
30015279,326765,19712190,203381,9362515,117722,20200917,940574,5662,0,0,0,0
30330866,315587,19927931,215741,9457199,94684,20200918,945736,5162,0,0,0,0
30631021,300155,20098465,170534,9581343,124144,20200919,951213,5477,0,0,0,0
30881698,250677,20441039,342574,9485578,-95765,20200920,955081,3868,0,0,0,0
31174552,292854,20664609,223570,9550261,64683,20200921,959682,4601,0,0,0,0
31470696,296144,20929825,265216,9575201,24940,20200922,965670,5988,0,0,0,0
31753065,282369,21203010,273185,9579311,4110,20200923,970744,5074,0,0,0,0
32079768,326703,21457384,254374,9644902,65591,20200924,977482,6738,0,0,0,0
32399130,319362,21652682,195298,9763430,118528,20200925,983018,5536,0,0,0,0
32704523,305393,21825913,173231,9889954,126524,20200926,988656,5638,0,0,0,0
32958066,253543,21913472,87559,10052067,162113,20200927,992527,3871,0,0,0,0
33234683,276617,22197602,284130,10040494,-11573,20200928,996587,4060,0,0,0,0
33460765,226082,22361302,163700,10098555,58061,20200929,1000908,4321,0,0,0,0
33790012,329247,22635037,273735,10147471,48916,20200930,1007504,6596,0,0,0,0
34109997,319985,22858512,223475,10237789,90318,20201001,1013696,6192,0,0,0,0
34456552,346555,23077914,219402,10356281,118492,20201002,1022357,8661,0,0,0,0
34771173,314621,23294097,216183,10450831,94550,20201003,1026245,3888,0,0,0,0
35011761,240588,23467535,173438,10510132,59301,20201004,1034094,7849,0,0,0,0
35338154,326393,23669021,201486,10631143,121011,20201005,1037990,3896,0,0,0,0
35638036,299882,23915068,246047,10679222,48079,20201006,1043746,5756,0,0,0,0
35983125,345089,24136219,221151,10797267,118045,20201007,1049639,5893,0,0,0,0
36333727,350602,24374519,238300,10903652,106385,20201008,1055556,5917,0,0,0,0
36734023,400296,24597732,223213,11078128,174476,20201009,1058163,2607,0,0,0,0
37078807,344784,24808395,210663,11203056,124928,20201010,1067356,9193,0,0,0,0
37391793,312986,25006433,198038,11313463,110407,20201011,1071897,4541,0,0,0,0
37662806,271013,25244508,238075,11343551,30088,20201012,1074747,2850,0,0,0,0
37981881,319075,25454466,209958,11446794,103243,20201013,1080621,5874,0,0,0,0
38349292,367411,25657560,203094,11605165,158371,20201014,1086567,5946,0,0,0,0
39143785,794493,26081799,424239,11963682,358517,20201016,1098304,11737,0,0,0,0
39455890,312105,26277675,195876,12075071,111389,20201017,1103144,4840,0,0,0,0
39877974,422084,26439485,161810,12329820,254749,20201018,1108669,5525,0,0,0,0
40260045,382071,26691190,251705,12455999,126179,20201019,1112856,4187,0,0,0,0
40708174,448129,26831710,140520,12756315,300316,20201020,1120149,7293,0,0,0,0
40970690,262516,26949163,117453,12897010,140695,20201021,1124517,4368,0,0,0,0
42088066,1117376,27215926,266763,13738352,841342,20201022,1133788,9271,0,0,0,0
42433577,345511,27356860,140934,13938411,200059,20201023,1138306,4518,0,0,0,0
42284267,-149310,27492666,135806,13649285,-289126,20201024,1142316,4010,0,0,0,0
42916976,632709,27783736,291070,13983745,334460,20201025,1149495,7179,0,0,0,0
43474625,557649,27958335,174599,14360226,376481,20201026,1156064,6569,0,0,0,0
43924978,450353,28086204,127869,14675969,315743,20201027,1162805,6741,0,0,0,0
44418355,493377,28251468,165264,14996942,320973,20201028,1169945,7140,0,0,0,0
44977666,559311,28383360,131892,15416776,419834,20201029,1177530,7585,0,0,0,0
45540513,562847,28481150,97790,15874935,458159,20201030,1184428,6898,0,0,0,0
46008679,468166,28707534,226384,16110248,235313,20201031,1190897,6469,0,0,0,0
46324307,315628,28837048,129514,16292938,182690,20201101,1194321,3424,0,0,0,0
46796289,471982,28932065,95017,16664597,371659,20201102,1199627,5306,0,0,0,0
47463850,667561,31291752,2359687,14961208,-1703389,20201103,1210890,11263,0,0,0,0
47793758,329908,31363814,72062,15212991,251783,20201104,1216953,6063,0,0,0,0
48419000,625242,31663663,299849,15529282,316291,20201105,1226055,9102,0,0,0,0
49251822,832822,32290579,626916,15722836,193554,20201106,1238407,12352,0,0,0,0
49859038,607216,32551854,261275,16036079,313243,20201107,1271105,32698,0,0,0,0
50331823,472785,32602191,50337,16477921,441842,20201108,1251711,-19394,0,0,0,0
50823495,491672,32894723,292532,16669156,191235,20201109,1259616,7905,0,0,0,0
51262002,438507,33043358,148635,16952718,283562,20201110,1265926,6310,0,0,0,0
52045645,783643,33436563,393205,17330214,377496,20201111,1278868,12942,0,0,0,0
52694405,648760,33936150,499587,17468815,138601,20201112,1289440,10572,0,0,0,0
53163811,469406,34108793,172643,17758421,289606,20201113,1296597,7157,0,0,0,0
53818654,654843,34444140,335347,18012836,254415,20201114,1361678,65081,0,0,0,0
54476253,657599,34808997,364857,18351733,338897,20201115,1315523,-46155,0,0,0,0
54990215,513962,35145820,336823,18521391,169658,20201116,1323004,7481,0,0,0,0
55530595,540380,35483825,338005,18713609,192218,20201117,1333161,10157,0,0,0,0
56175509,644914,35851578,367753,18978931,265322,20201118,1345000,11839,0,0,0,0
56815246,639737,36272015,420437,19188076,209145,20201119,1355155,10155,0,0,0,0
57480179,664933,36642958,370943,19469343,281267,20201120,1367878,12723,0,0,0,0
57871953,391774,36837252,194294,19661737,192394,20201121,1372964,5086,0,0,0,0
58586758,714805,37290815,453563,19911568,249831,20201122,1384375,11411,0,0,0,0
59107947,521189,37567752,276937,20147994,236426,20201123,1392201,7826,0,0,0,0
59282023,174076,37789349,221597,20097750,-50244,20201124,1394924,2723,0,0,0,0
59853040,571017,38122963,333614,20322255,224505,20201125,1407822,12898,0,0,0,0
60493607,640567,39361509,1238546,19711779,-610476,20201126,1420319,12497,0,0,0,0
61090978,597371,39710730,349221,19949238,237459,20201127,1431010,10691,0,0,0,0
61756772,665794,39341397,-369333,20972934,1023696,20201128,1442441,11431,0,0,0,0
62290057,533285,39689253,347856,21150138,177204,20201129,1450666,8225,0,0,0,0
62813271,523214,40039199,349946,21316437,166299,20201130,1457635,6969,0,0,0,0
63055451,242180,40174069,134870,21420366,103929,20201201,1461016,3381,0,0,0,0
63923733,868282,40888202,714133,21555608,135242,20201202,1479923,18907,0,0,0,0
64719906,796173,41392278,504076,21829203,273595,20201203,1498425,18502,0,0,0,0
65264057,544151,41756624,364346,22001618,172415,20201204,1505815,7390,0,0,0,0
65947893,683836,42156999,400375,22263288,261670,20201205,1527606,21791,0,0,0,0
66563557,615664,42534691,377692,22491896,228608,20201206,1536970,9364,0,0,0,0
66826103,262546,42628957,94266,22667034,175138,20201207,1530112,-6858,0,0,0,0
67588731,762628,43234017,605060,22812051,145017,20201208,1542663,12551,0,0,0,0
68084870,496139,43732716,498699,22798929,-13122,20201209,1553225,10562,0,0,0,0
68869208,784338,44167468,434752,23133907,334978,20201210,1567833,14608,0,0,0,0
70316266,1447058,44576974,409506,24160268,1026361,20201211,1579024,11191,0,0,0,0
71062911,746645,45034258,457284,24436144,275876,20201212,1592509,13485,0,0,0,0
71693522,630611,46952320,1918062,23114744,-1321400,20201213,1626458,33949,0,0,0,0
72235983,542461,46876178,-76142,23749074,634330,20201214,1610731,-15727,0,0,0,0
72828381,592398,54582583,7706405,16626545,-7122529,20201215,1619253,8522,0,0,0,0
73458860,630479,48856238,-5726345,22969190,6342645,20201216,1633432,14179,0,0,0,0
74212709,753849,49338548,482310,23226615,257425,20201217,1647546,14114,0,0,0,0
74931420,718711,53550304,4211756,19720595,-3506020,20201218,1660521,12975,0,0,0,0
75702498,771078,53897651,347347,20128690,408095,20201219,1676157,15636,0,0,0,0
76182329,479831,54229461,331810,20268531,139841,20201220,1684337,8180,0,0,0,0
76798522,616193,50807038,-3422423,24299803,4031272,20201221,1691681,7344,0,0,0,0
77348344,549822,51223534,416496,24423334,123531,20201222,1701476,9795,0,0,0,0
77966007,617663,51739999,516465,24510857,87523,20201223,1715151,13675,0,0,0,0
78649093,683086,52191160,451161,24729715,218858,20201224,1728218,13067,0,0,0,0
79335990,686897,52602414,411254,24993071,263356,20201225,1740505,12287,0,0,0,0
79806803,470813,52931672,329258,25126603,133532,20201226,1748528,8023,0,0,0,0
80303475,496672,53207415,275743,25340907,214304,20201227,1755153,6625,0,0,0,0
80749401,445926,53608399,400984,25378671,37764,20201228,1762331,7178,0,0,0,0
81246932,497531,54884508,1276109,24590107,-788564,20201229,1772317,9986,0,0,0,0
81915811,668879,54532098,-352410,25595846,1005739,20201230,1787867,15550,0,0,0,0
82638914,723103,54997253,465155,25838974,243128,20201231,1802687,14820,0,0,0,0
83481039,842125,55688625,691372,25974967,135993,20210101,1817447,14760,0,0,0,0
83943251,462212,56001217,312592,26116736,141769,20210102,1825298,7851,0,0,0,0
84540719,597468,56306641,305424,26400717,283981,20210103,1833361,8063,0,0,0,0
85073556,532837,56681045,374404,26551919,151202,20210104,1840592,7231,0,0,0,0
85625045,551489,57153545,472500,26620761,68842,20210105,1850739,10147,0,0,0,0
86369178,744133,57711474,557929,26791454,170693,20210106,1866250,15511,0,0,0,0
87169798,800620,59890177,2178703,25398673,-1392781,20210107,1880948,14698,0,0,0,0
87996124,826326,60252618,362441,25846949,448276,20210108,1896557,15609,0,0,0,0
88830136,834012,60562656,310038,26355748,508799,20210109,1911732,15175,0,0,0,0
89537208,707072,60867911,305255,26745469,389721,20210110,1923828,12096,0,0,0,0
90223084,685876,61156999,289088,27133795,388326,20210111,1932290,8462,0,0,0,0
90842549,619465,61493597,336598,27406041,272246,20210112,1942911,10621,0,0,0,0
91534476,691927,61952624,459027,27621640,215599,20210113,1960212,17301,0,0,0,0
92304357,769881,62469071,516447,27858685,237045,20210114,1976601,16389,0,0,0,0
93033599,729242,62875429,406358,28166758,308073,20210115,1991412,14811,0,0,0,0
93812918,779319,63351085,475656,28455788,289030,20210116,2006045,14633,0,0,0,0
94464520,651602,63667525,316440,28777047,321259,20210117,2019948,13903,0,0,0,0
94974691,510171,63978628,311103,28967623,190576,20210118,2028440,8492,0,0,0,0
95534102,559411,64370129,391501,29124913,157290,20210119,2039060,10620,0,0,0,0
96140450,606348,64779196,409067,29306051,181138,20210120,2055203,16143,0,0,0,0
96808018,667568,65163631,384435,29571849,265798,20210121,2072538,17335,0,0,0,0
97496890,688872,65733424,569793,29673661,101812,20210122,2089805,17267,0,0,0,0
98162519,665629,66300752,567328,29755940,82279,20210123,2105827,16022,0,0,0,0
98711991,549472,66609662,308910,29983275,227335,20210124,2119054,13227,0,0,0,0
99144283,432292,67016123,406461,30000760,17485,20210125,2127400,8346,0,0,0,0
99693541,549258,67408572,392449,30134452,133692,20210126,2150517,23117,0,0,0,0
100196240,502699,67768663,360091,30271870,137418,20210127,2155707,5190,0,0,0,0
100841979,645739,68083864,315201,30584839,312969,20210128,2173276,17569,0,0,0,0
101410851,568872,68482632,398768,30739479,154640,20210129,2188740,15464,0,0,0,0
102028263,617412,67607796,-874836,32215892,1476413,20210130,2204575,15835,0,0,0,0
102482072,453809,67882616,274820,32382813,166921,20210131,2216643,12068,0,0,0,0
102894454,412382,67614789,-267827,33054676,671863,20210201,2224989,8346,0,0,0,0
103366826,472372,67957561,342772,33173361,118685,20210202,2235904,10915,0,0,0,0
103754273,387447,68239037,281476,33267343,93982,20210203,2247893,11989,0,0,0,0
104339204,584931,68628894,389857,33443890,176547,20210204,2266420,18527,0,0,0,0
104829159,489955,74780521,6151627,27766425,-5677465,20210205,2282213,15793,0,0,0,0
105344974,515815,75208587,428066,27839510,73085,20210206,2296877,14664,0,0,0,0
105740648,395674,75598855,390268,27834429,-5081,20210207,2307364,10487,0,0,0,0
106069320,328672,75968408,369553,27786751,-47678,20210208,2314161,6797,0,0,0,0
106447267,377947,76413814,445406,27709742,-77009,20210209,2323711,9550,0,0,0,0
106840333,393066,76843218,429404,27658639,-51103,20210210,2338476,14765,0,0,0,0
107295193,454860,77363861,520643,27579040,-79599,20210211,2352292,13816,0,0,0,0
107723363,428170,77733451,369590,27624076,45036,20210212,2365836,13544,0,0,0,0
108178446,455083,78142002,408551,27655023,30947,20210213,2381421,15585,0,0,0,0
108517050,338604,78482116,340114,27643213,-11810,20210214,2391721,10300,0,0,0,0
108804604,287554,78772430,290314,27634208,-9005,20210215,2397966,6245,0,0,0,0
109096966,292362,79161611,389181,27529687,-104521,20210216,2405668,7702,0,0,0,0
109462374,365408,62938593,-16223018,44107038,16577351,20210217,2416743,11075,0,0,0,0
109850513,388139,79938154,16999561,27484650,-16622388,20210218,2427709,10966,0,0,0,0
110252603,402090,80365204,427050,27448393,-36257,20210219,2439006,11297,0,0,0,0
110700333,447730,80646173,280969,27603521,155128,20210220,2450639,11633,0,0,0,0
110999863,299530,80822533,176360,27720663,117142,20210221,2456667,6028,0,0,0,0
111355101,355238,81238561,416028,27652590,-68073,20210222,2463950,7283,0,0,0,0
111666784,311683,81605890,367329,27588849,-63741,20210223,2472045,8095,0,0,0,0
112062653,395869,81952502,346612,27627062,38213,20210224,2483089,11044,0,0,0,0
112513503,450850,82341101,388599,27676960,49898,20210225,2495442,12353,0,0,0,0
112952202,438699,82673121,332020,27773266,96306,20210226,2505815,10373,0,0,0,0
113391914,439712,82999040,325919,27877054,103788,20210227,2515820,10005,0,0,0,0
113755151,363237,83274379,275339,27957565,80511,20210228,2523207,7387,0,0,0,0
113993060,237909,83505989,231610,27959886,2321,20210301,2527185,3978,0,0,0,0
114386106,393046,83923711,417722,27925644,-34242,20210302,2536751,9566,0,0,0,0
114758389,372283,84255465,331754,27956055,30411,20210303,2546869,10118,0,0,0,0
115138925,380536,84611322,355857,27969313,13258,20210304,2558290,11421,0,0,0,0
115556766,417841,84905073,293751,28084423,115110,20210305,2567270,8980,0,0,0,0
116017796,461030,85252573,347500,28187169,102746,20210306,2578054,10784,0,0,0,0
116404191,386395,85549045,296472,28269729,82560,20210307,2585417,7363,0,0,0,0
116686111,281920,85787482,238437,28308779,39050,20210308,2589850,4433,0,0,0,0
117080202,394091,86168227,380745,28314261,5482,20210309,2597714,7864,0,0,0,0
117629890,549688,86662048,493821,28358055,43794,20210310,2609787,12073,0,0,0,0
118105839,475949,87036686,374638,28449468,91413,20210311,2619685,9898,0,0,0,0
118610195,504356,87404843,368157,28576643,127175,20210312,2628709,9024,0,0,0,0
119087363,477168,88884441,1479598,27564741,-1011902,20210313,2638181,9472,0,0,0,0
119571043,483680,89252211,367770,27671606,106865,20210314,2647226,9045,0,0,0,0
119815818,244775,89413491,161280,27733543,61937,20210315,2668784,21558,0,0,0,0
120276134,460316,89880143,466652,27717427,-16116,20210316,2678564,9780,0,0,0,0
120651522,375388,90184146,304003,27777247,59820,20210317,2690129,11565,0,0,0,0
121171784,520262,90556249,372103,27916279,139032,20210318,2699256,9127,0,0,0,0
121701166,529382,90858431,302182,28153470,237191,20210319,2689265,-9991,0,0,0,0
122226238,525072,91137490,279059,28390766,237296,20210320,2697982,8717,0,0,0,0
122912908,686670,91686656,549166,28516128,125362,20210321,2710124,12142,0,0,0,0
123247381,334473,91900739,214083,28631561,115433,20210322,2715081,4957,0,0,0,0
123715726,468345,92363174,462435,28629488,-2073,20210323,2723064,7983,0,0,0,0
124258252,542526,92943895,580721,28579903,-49585,20210324,2734454,11390,0,0,0,0
124797006,538754,93321167,377272,28731648,151745,20210325,2744191,9737,0,0,0,0
125582338,785332,93782838,461671,29021467,289819,20210326,2778033,33842,0,0,0,0
126177515,595177,94163904,381066,29223834,202367,20210327,2789777,11744,0,0,0,0
126781535,604020,94575835,411931,29406420,182586,20210328,2799280,9503,0,0,0,0
127122029,340494,94811575,235740,29506599,100179,20210329,2803855,4575,0,0,0,0
127721856,599827,95353833,542258,29553500,46901,20210330,2814523,10668,0,0,0,0
128293371,571515,95800080,446247,29665948,112448,20210331,2827343,12820,0,0,0,0
128925962,632591,96253107,453027,29834032,168084,20210401,2838823,11480,0,0,0,0
129638623,712661,96704443,451336,30083194,249162,20210402,2850986,12163,0,0,0,0
130256304,617681,97098682,394239,30296755,213561,20210403,2860867,9881,0,0,0,0
130798484,542180,97532243,433561,30396806,100051,20210404,2869435,8568,0,0,0,0
131240915,442431,97880069,347826,30485633,88827,20210405,2875213,5778,0,0,0,0
131808716,567801,98417331,537262,30507866,22233,20210406,2883519,8306,0,0,0,0
132358762,550046,98842645,425314,30620164,112298,20210407,2895953,12434,0,0,0,0
133056072,697310,99393128,550483,30753025,132861,20210408,2909919,13966,0,0,0,0
133922733,866661,99874235,481107,31122165,369140,20210409,2926333,16414,0,0,0,0
134594378,671645,100321170,446935,31334518,212353,20210410,2938690,12357,0,0,0,0
